"7041","LESCO","Kasur","Phool Nagar","Pattoki Rural","Kasur","Pattoki","Padhana","15818","24-02-2022","09:00","0.625","Work Order No. NILStarting Date 12-2021One Point Supply of D/W Army Ammunition Depot Pattoki Cantt % age of work Completed 5%","Padhana"
"7042","LESCO","Okara 4th","Depal Pur","Depalpur Rural","Okara","Depal Pur","Pipli Phard","026527","24-02-2022","09:00","0.625","Area Planning / Bifurcation of 11 KV Pir Di Hatti and 11 KV Kanedy Feeder from 132 KV DAULA CHUCHAK G/S 11 KV Kanedy  (EM) Feeder & 11 KV Mehtab Grah (P)","Dia Ram, Shareef Wala,47/D,48/D"
"7043","LESCO","Okara 4th","Depal Pur","Depalpur Rural","Okara","Depal Pur","Proben Abad","026505","24-02-2022","09:00","0.625","Area Planning / Bifurcation of 11 KV Pir Di Hatti and 11 KV Kanedy Feeder from 132 KV DAULA CHUCHAK G/S 11 KV Kanedy  (EM) Feeder & 11 KV Mehtab Grah (P)","Village Probin Abad"
"7044","LESCO","SKP","SKP City","Qila Sattar Shah","SKP","Attabad","Punjab Cotton","000614","24-02-2022","09:00","15:00","EOL From 485-KW to 1500-KW in the Name of M/S Panther Sports & Rubber Industries at Bhatti Dhilwan Distt. SKP Against App # 111/EOL/B-3 Dt 08-09-2021.","Independent"
"7045","LESCO","SKP","SKP City","Qila Sattar Shah","SKP","I.C.I","Quaid Azam Apperal","75329","24-02-2022","09:00","15:00","EOL From 485-KW to 1500-KW in the Name of M/S Panther Sports & Rubber Industries at Bhatti Dhilwan Distt. SKP Against App # 111/EOL/B-3 Dt 08-09-2021.","Independent"
"7046","LESCO","Okara 4th","Hujra","Hujra North","Okara","Hujra","Rajowal","28706","24-02-2022","09:00","0.625","Area Palanning/Bifurcation of 11 KV Rajo Wal Feeder Emanating from 132 KV Hujra G/S 11 KV  Kharal Kalan  (P) Feeder","Village Rajo Wal, Village Kharal Kalan"
"7047","LESCO","SKP","SKP City","Qila Sattar Shah","SKP","Attabad","Ruppali","000610","24-02-2022","09:00","15:00","EOL From 485-KW to 1500-KW in the Name of M/S Panther Sports & Rubber Industries at Bhatti Dhilwan Distt. SKP Against App # 111/EOL/B-3 Dt 08-09-2021.","Noor Pur VirkaDera SwawaKalla Virka"
"7048","LESCO","Okara 4th","Depal Pur","Mazhar Abad","Okara","Depal Pur","S.S.M","26514","24-02-2022","09:00","0.625","Area Planning / Bifurcation of 11 KV Pir Di Hatti and 11 KV Kanedy Feeder from 132 KV DAULA CHUCHAK G/S 11 KV Kanedy  (EM) Feeder & 11 KV Mehtab Grah (P)","Independent"
"7049","LESCO","Okara 4th","Depal Pur","Depalpur Rural","Okara","Depal Pur","Scarp (Chohan Shama)","026506","24-02-2022","09:00","0.625","Area Planning / Bifurcation of 11 KV Pir Di Hatti and 11 KV Kanedy Feeder from 132 KV DAULA CHUCHAK G/S 11 KV Kanedy  (EM) Feeder & 11 KV Mehtab Grah (P)","Bhatta M.Ali, Gomay Wala"
"7050","LESCO","NNS","Mana wala","Warburton","SKP","Warburton","Shadman Mill","40109","24-02-2022","09:00","15:00","EOL From 486-KW to 2500-KW in the Name of M/S Liaqat Spinning Mills Pvt. Ltd. at 3-KM Ferozwattiowan Warburton Road Against App # 1110/EOL/B-3 Dated 08-09-2021.","Independent"
"7051","LESCO","Kasur","Phool Nagar","Pattoki City","Kasur","Pattoki","Shah Wali","15814","24-02-2022","09:00","0.625","Work Order No. NILStarting Date 12-2021One Point Supply of D/W Army Ammunition Depot Pattoki Cantt % age of work Completed 5%","Shah Wali"
"7052","LESCO","NNS","Mana wala","Warburton","SKP","Warburton","Siara Textile Mills","40118","24-02-2022","09:00","15:00","EOL From 486-KW to 2500-KW in the Name of M/S Liaqat Spinning Mills Pvt. Ltd. at 3-KM Ferozwattiowan Warburton Road Against App # 1110/EOL/B-3 Dated 08-09-2021.","Independent"
"7053","LESCO","SKP","SKP City","Qila Sattar Shah","SKP","Attabad","Tabish Steel","000627","24-02-2022","09:00","15:00","EOL From 485-KW to 1500-KW in the Name of M/S Panther Sports & Rubber Industries at Bhatti Dhilwan Distt. SKP Against App # 111/EOL/B-3 Dt 08-09-2021.","Independent"
"7054","LESCO","NNS","Mana wala","Warburton","SKP","Warburton","Tanveer Cotton","40120","24-02-2022","09:00","15:00","EOL From 486-KW to 2500-KW in the Name of M/S Liaqat Spinning Mills Pvt. Ltd. at 3-KM Ferozwattiowan Warburton Road Against App # 1110/EOL/B-3 Dated 08-09-2021.","Independent"
"7055","LESCO","Kasur","Kasur Rural","Mandi Usman Wala","Kasur","Khudian","Tatara","31017","24-02-2022","09:00","0.625","Work Order No. 03-19-0076Starting Date 11-2021Area Planning /Bifurcation of 11kV Dholan (EM) feeder Emanating from 132 kV Khudian G/S 11kV Dholan (EM)% age of work Completed 20%","Village Tatara"
"7056","LESCO","SKP","SKP City","Qila Sattar Shah","SKP","Attabad","Tubewell","000605","24-02-2022","09:00","15:00","EOL From 485-KW to 1500-KW in the Name of M/S Panther Sports & Rubber Industries at Bhatti Dhilwan Distt. SKP Against App # 111/EOL/B-3 Dt 08-09-2021.","Abadi KularAbadi Mudky Kalan"
