"6273","LESCO","Kasur","Chunian","Kangan Pur","Kasur","Kangan Pur","P.L.U","30306","15-02-2022","09:00","0.625","Work Order No.10-19-0022Starting Date 06-2020Area Planning / Bifurcation of 11kV PLU feeder from Khudian G/S and 11kV Kalas Feeder emanating from 132kV Kanganpur Grid Station 11kV Kalas (EM) for Dismentlement% age of work Completed 80%","VillageTatara"
"6274","LESCO","Fifth","Cantt","Zarar Shaheed Road","south","Ghazi Grid","Pace","98704","15-02-2022","","","D/W of Emploee Old Age Benefits Institution Hotel & Mixed use Development at Plot No. B Survey Ranger H/Q Lahore 10%","Pace"
"6275","LESCO","SKP","SKP City","Attabad","SKP","Sharqpur Road","Prosperity Weaving","089707","15-02-2022","09:00","15:00","Area Planning / Bifurcation of 11-KV Bulerky (EM) Feeder & 11-KV Sharaqpur Road (EM) Feeder from 132-KV Sharaqpur Road Grid Station 11-KV Bulerky (EM) Feeder","Independent"
"6276","LESCO","Kasur","Phool Nagar","Model Division","ELR","Sarfraz Nagar","R.K","73708","15-02-2022","09:00","0.625","D/W M/S MEEZAN BEVERAGES PVT LTD.","Ind"
"6277","LESCO","Kasur","Model","Model","ELR","Manga Mandi","Rai Aruj","41111","15-02-2022","0.375","0.625","D/W M/S T.U Plastic Industry Company PVT.LTD","Independent"
"6278","LESCO","Centrel Circle","Raiwind","Sarfraz Nagar","ELR","Manga Mandi","Rakh Mudkay","","15-02-2022","0.375","0.625","D/W M/S T.U Plastic Industry Company PVT.LTD","Rakh Mutkay"
"6279","LESCO","Kasur","Model","Model","ELR","Manga Mandi","Regal Auto","","15-02-2022","0.375","0.625","D/W M/S T.U Plastic Industry Company PVT.LTD","Independent"
"6280","LESCO","SKP","SKP Rural","K/Wala","SKP","Sharqpur Road","Rupa Fill","089702","15-02-2022","09:00","15:00","Area Planning / Bifurcation of 11-KV Bulerky (EM) Feeder & 11-KV Sharaqpur Road (EM) Feeder from 132-KV Sharaqpur Road Grid Station 11-KV Bulerky (EM) Feeder","Independent"
"6281","LESCO","Fifth","Cantt","Zarar Shaheed Road","south","Ghazi Grid","Sadar Bazar","98702","15-02-2022","","","D/W of Emploee Old Age Benefits Institution Hotel & Mixed use Development at Plot No. B Survey Ranger H/Q Lahore 10%","Sadar Bazar"
"6282","LESCO","Okara 4th","Okara","Ravi","Okara","Gogera","Sadar Gogera","53902","15-02-2022","09:00","0.625","Area Planning / Bifurcation/Load Shifting of 11 KV Saddar Gogera & 11 KV Jandraka From 132 KV Sadar Gogeera G/S,11 KV Ghous & 11 KV Satghara From 132 KV Renala Khurd G/S, 11 KV Kund Bohar From 132 KV Daula Chuchak G/S 11 KV SADDAR GOGERA (EM) Feeder from 132 KV Gogera G/S","Village Goera"
"6283","LESCO","Okara 4th","Okara","Gogera","Okara","Gogera","Sahiwal Road","53906","15-02-2022","09:00","0.625","Area Planning / Bifurcation/Load Shifting of 11 KV Saddar Gogera & 11 KV Jandraka From 132 KV Sadar Gogeera G/S,11 KV Ghous & 11 KV Satghara From 132 KV Renala Khurd G/S, 11 KV Kund Bohar From 132 KV Daula Chuchak G/S 11 KV SADDAR GOGERA (EM) Feeder from 132 KV Gogera G/S","Sahiwal Road Gogera & 42/GD"
"6284","LESCO","Centrel Circle","Raiwind","Sarfraz Nagar","ELR","Manga Mandi","Sardar Pur","","15-02-2022","0.375","0.625","D/W M/S T.U Plastic Industry Company PVT.LTD","Wapda Town"
"6285","LESCO","Fifth","Cantt","Zarar Shaheed Road","south","Ghazi Grid","Sarfraz Rafique Road","98716","15-02-2022","","","D/W of Emploee Old Age Benefits Institution Hotel & Mixed use Development at Plot No. B Survey Ranger H/Q Lahore 10%","Sarfraz Rafique Road"
"6286","LESCO","Kasur","Kot Radha Kishan","KRK-I","Kasur","Kot Radha Kishan","Shah Inayat","85002","15-02-2022","09:00","0.625","Work Order No. 08-20-0011Starting Date 10-2020 Bifurcation of 11kV City-II Feeder from 132kV Kot Radha Kishan G/S 11kV Zaffarkay (P)% age of work Completed 40%","KRK Road"
"6287","LESCO","Kasur","Phool Nagar","Model Division","ELR","Sarfraz Nagar","Shah Taj","73701","15-02-2022","09:00","0.625","D/W M/S MEEZAN BEVERAGES PVT LTD.","Ind"
"6288","LESCO","SKP","SKP Rural","K/Wala","SKP","Sharqpur Road","Sharaq Pur Road","089703","15-02-2022","09:00","15:00","Area Planning / Bifurcation of 11-KV Bulerky (EM) Feeder & 11-KV Sharaqpur Road (EM) Feeder from 132-KV Sharaqpur Road Grid Station 11-KV Bulerky (EM) Feeder","ChaK No. 10Chak No. 13Chak No. 17"
